origin_date,horizon,y_true,y_pred,model_name,regime,metadata,feature_set
2013-11-05,1,0.0143468950749463,-4.2317224029466985e-06,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-11-05,1,0.0143468950749463,-0.0003629866041341724,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-11-05,1,0.0143468950749463,0.000505492951222026,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-11-05,1,0.0143468950749463,0.003898641687296495,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-11-05,1,0.0143468950749463,-5.3683972460946405e-05,RF,0,{'feature_set': 'returns_only'},returns_only
2013-11-05,5,-0.0211289813938819,-4.2317224029466985e-06,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-11-05,5,-0.0211289813938819,-0.0003629866041341724,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-11-05,5,-0.0211289813938819,0.000505492951222026,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-11-05,5,-0.0211289813938819,0.003898641687296495,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-11-05,5,-0.0211289813938819,-5.368397246094652e-05,RF,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,1,0.0084836769759448,1.1690579845613495e-06,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,1,0.0084836769759448,-0.0007828753679439727,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,1,0.0084836769759448,0.00020445959171797756,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,1,0.0084836769759448,-0.00509249321149796,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,1,0.0084836769759448,-0.0038628728464125506,RF,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,5,0.0034397506180801,1.1690579845613495e-06,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,5,0.0034397506180801,-0.0007828753679439727,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,5,0.0034397506180801,0.00020445959171797756,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,5,0.0034397506180801,-0.00509249321149796,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-11-12,5,0.0034397506180801,-0.00386287284641255,RF,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,1,-0.0001071237279056,-8.533194700682277e-05,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,1,-0.0001071237279056,-0.0037388013380369144,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,1,-0.0001071237279056,-0.00018619671307737044,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,1,-0.0001071237279056,0.0010506384374033553,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,1,-0.0001071237279056,-0.0005952481579100634,RF,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,5,-0.0047943746004688,-8.533194700682277e-05,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,5,-0.0047943746004688,-0.0037388013380369144,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,5,-0.0047943746004688,-0.00018619671307737044,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,5,-0.0047943746004688,0.0010506384374033553,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-11-19,5,-0.0047943746004688,-0.0005952481579100635,RF,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,1,-0.0145594690076008,-0.00014585305982044297,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,1,-0.0145594690076008,-0.0016739613822641048,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,1,-0.0145594690076008,0.00021003132038240405,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,1,-0.0145594690076008,0.008230895462352665,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,1,-0.0145594690076008,0.0003002728608621124,RF,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,5,0.0237154150197629,-0.00014585305982044297,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,5,0.0237154150197629,-0.0016739613822641048,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,5,0.0237154150197629,0.00021003132038240405,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,5,0.0237154150197629,0.008230895462352665,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-11-26,5,0.0237154150197629,0.00030027286086211236,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,1,0.0118960659501199,-5.4052173955185296e-05,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,1,0.0118960659501199,-0.0011038055963035432,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,1,0.0118960659501199,-0.00024998962177528365,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,1,0.0118960659501199,-0.0041235600006204005,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,1,0.0118960659501199,-0.003423110228332969,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,5,0.0125643666323378,-5.4052173955185296e-05,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,5,0.0125643666323378,-0.0011038055963035432,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,5,0.0125643666323378,-0.00024998962177528365,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,5,0.0125643666323378,-0.0041235600006204005,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-12-03,5,0.0125643666323378,-0.0034231102283329685,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,1,-0.0108828315703823,-9.681666315185244e-05,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,1,-0.0108828315703823,-0.0027626409577922867,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,1,-0.0108828315703823,-0.000488615740674281,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,1,-0.0108828315703823,-0.0031414909500388985,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,1,-0.0108828315703823,-0.0007039730992932903,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,5,-0.0019551348013996,-9.681666315185244e-05,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,5,-0.0019551348013996,-0.0027626409577922867,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,5,-0.0019551348013996,-0.000488615740674281,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,5,-0.0019551348013996,-0.0031414909500388985,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-12-10,5,-0.0019551348013996,-0.0007039730992932905,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,1,0.0061862047633778,9.29033648064771e-05,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,1,0.0061862047633778,-0.0006804305109059166,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,1,0.0061862047633778,-1.683565941903943e-05,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,1,0.0061862047633778,-0.001579810204467597,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,1,0.0061862047633778,0.000902952251985546,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,5,0.0025349827621172,9.29033648064771e-05,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,5,0.0025349827621172,-0.0006804305109059166,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,5,0.0025349827621172,-1.683565941903943e-05,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,5,0.0025349827621172,-0.001579810204467597,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-12-17,5,0.0025349827621172,0.000902952251985546,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,1,0.0,0.0002056843972164071,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,1,0.0,-0.0024721748406799195,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,1,0.0,-0.00024004961198962834,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,1,0.0,-0.0044065185191951625,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,1,0.0,-0.0010388707249171516,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,5,-0.0073811931243681,0.0002056843972164071,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,5,-0.0073811931243681,-0.0024721748406799195,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,5,-0.0073811931243681,-0.00024004961198962834,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,5,-0.0073811931243681,-0.0044065185191951625,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-12-24,5,-0.0073811931243681,-0.0010388707249171516,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-31,1,-0.0308648263216868,0.00010039451604313172,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-31,1,-0.0308648263216868,-0.002315335581809032,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-31,1,-0.0308648263216868,-0.00012767409755427833,Ridge,0,{'feature_set': 'returns_only'},returns_only
2013-12-31,1,-0.0308648263216868,-0.0067685183540187755,GBR,0,{'feature_set': 'returns_only'},returns_only
2013-12-31,1,-0.0308648263216868,-0.0014831808747177882,RF,0,{'feature_set': 'returns_only'},returns_only
2013-12-31,5,-0.0151109205872896,0.00010039451604313172,HistMean,0,{'feature_set': 'returns_only'},returns_only
2013-12-31,5,-0.0151109205872896,-0.002315335581809032,AR_Linear,0,{'feature_set': 'returns_only'},returns_only
2013-12-31,5,-0.0151109205872896,-0.00012767409755427833,Ridge,0,{'feature_set': 'returns_only'},returns_only
